,21_session,63_session,252_session
2021-11-04,-0.007441661482177175,0.007655979282773284,0.02603384238844919
2021-11-05,-0.00897712799263961,0.009939231229092682,0.022936784875397187
2021-11-08,-0.0009033535479721078,0.010394833062814746,0.019996383289741404
2021-11-09,0.0018007725095052773,0.008148539252952336,0.022591039286275816
2021-11-10,0.0017934750566217517,0.009889855061426367,0.020489232921544698
2021-11-11,0.0016599600776552315,0.010354690990119098,0.01831798499166748
2021-11-12,-5.332798179491505e-06,0.0048169529939783295,0.017519731571988384
2021-11-15,0.0012927795466908254,-0.0007000431622739001,0.014748167872492779
2021-11-16,-0.002645419754724432,0.0017356841344495777,0.016736575926849184
2021-11-17,-0.001076664683660189,0.001129892520691289,0.011064239080421201
2021-11-18,-0.008321878919106296,-0.001820365312191874,0.010304452688396637
2021-11-19,-0.008720943628231392,-0.004298646040163279,0.007260631418090746
2021-11-22,-0.011834936213124703,-0.006306057605332094,0.009249505311407669
2021-11-23,-0.017122138469490844,-0.01088307167291036,0.008846490468060075
2021-11-24,-0.014574146485864081,-0.0031956307450534682,0.01187723242785732
2021-11-26,-0.010978754094891463,-0.0021731640088827886,0.01335081352171974
2021-11-29,-0.01219170997544572,-0.004645178936431127,0.011581045174733351
2021-11-30,-0.01195338302335891,-0.004708944807539139,0.012640210086972026
2021-12-01,-0.008484356398188342,-0.005023298688188738,0.010049881975299657
2021-12-02,-0.008562911988292843,-0.0018735318844634863,0.013392946519107163
2021-12-03,-0.005276800304828244,-0.003989997910272547,0.014181547153433671
2021-12-06,-0.00894978226360188,-0.006200842491846048,0.01125090074445212
2021-12-07,-0.008656557451949154,-0.004828362322768287,0.017207281805960317
2021-12-08,-0.0070701944862007204,-0.006323132976020274,0.02150744262981985
2021-12-09,-0.004016029036355562,-0.004397716870927271,0.02481485361125313
2021-12-10,0.0010542902920476216,0.00021496439309443005,0.026839209957858268
2021-12-13,-0.00045774848569934967,-0.00018840871284919736,0.027553916802135037
2021-12-14,0.004876816556254715,-0.0030975790650734636,0.032270626567254324
2021-12-15,0.009917802052685332,-0.0046397423348013556,0.03610096425260334
2021-12-16,0.010893212673586783,-0.003914089542481292,0.0389722357019604
2021-12-17,0.015286113678015578,-0.00018556639854394597,0.0411427467232377
2021-12-20,0.019294958100354087,0.004650752998201613,0.04144910999439211
2021-12-21,0.016303864247516398,0.0032978695113201617,0.03918727090849661
2021-12-22,0.012250262396558798,-0.001994250961839361,0.03646001694761303
2021-12-23,0.013210081367206472,-0.0055168197211539205,0.03344306571939337
2021-12-27,0.014506933993911453,-0.005235196235010675,0.03497529085794637
2021-12-28,0.010199692276899652,-0.009293954547084149,0.03601890682358455
2021-12-29,0.012096054599325612,-0.007984132789215281,0.03349177978365092
2021-12-30,0.016325194683903144,-0.006438512711622879,0.03179296033619905
2021-12-31,0.015012051483497713,-0.011632158715111474,0.023812014188824726
2022-01-03,0.014208682762726355,-0.008873875049276059,0.0272288161408043
2022-01-04,0.013458284908691054,-0.004597519021029006,0.025084947377688627
2022-01-05,0.01145871479286309,-0.005053189417168813,0.02382761374430431
2022-01-06,0.013127700231660544,-0.004658743758172101,0.027825361288398964
2022-01-07,0.010604891635496161,0.0025532396059708695,0.023514681412793115
2022-01-10,0.002816214727979105,0.0005874672416488202,0.014716373796761495
2022-01-11,-0.004795236845645756,-0.001959245430004475,0.008555879620945062
2022-01-12,-0.0070362544164688234,-0.005843256388891049,0.0017452519030214386
2022-01-13,-0.009744951133382473,-0.004920965500117669,-0.001770319363350481
2022-01-14,-0.012573267423770185,-0.0014909791417228035,-0.0008442606635228334
2022-01-18,-0.015507603742873854,-0.007416084563871772,-0.0019532130895326683
2022-01-19,-0.017740101841974054,-0.0037988959717156767,0.0025878291185799096
2022-01-20,-0.018685622780820976,-0.008075152366808891,0.005039422222835821
2022-01-21,-0.013240790656118273,-0.005898576339447126,0.004795474231345631
2022-01-24,-0.0058833797121601306,-0.005614625145715646,0.004012001945087551
2022-01-25,-0.0032262825533002637,-0.0073511733601600016,-0.001247137819930355
2022-01-26,-0.009645098300304134,-0.009921049475952293,-0.0037697269238320397
2022-01-27,-0.005808074071838032,-0.006693940566805723,-0.007515570223854184
2022-01-28,-0.010445850951703362,-0.01068643824930049,-0.011137090327773103
2022-01-31,-0.013356657129218963,-0.009235773127542979,-0.009825008652646017
2022-02-01,-0.010302488299846813,-0.00396810010867521,-0.008770577050690509
2022-02-02,-0.007472807712617824,-0.0019899851982110306,-0.007681187909130527
2022-02-03,-0.0052610512919731844,0.0028067470422414864,-0.00382222023029688
2022-02-04,-0.0009281635791749121,0.0014759824338350658,0.0001883909132416317
2022-02-07,-0.006814889458264917,-0.0024870832648687946,-0.0022644061573156016
2022-02-08,-0.005901286107753867,-0.002461984393564598,-0.0029173420849772924
2022-02-09,0.0009187369209784357,-0.00029350009213668926,-0.004569303049044238
2022-02-10,0.006369532955516233,0.002599670546274746,-0.006033346652745242
2022-02-11,0.011158618535955789,0.0035842496889666453,-0.0034277397419987254
2022-02-14,0.01115327005258715,0.006182785465054019,-0.004170118692777169
2022-02-15,0.013841446180756334,0.011022800134233846,-0.0021712524552067736
2022-02-16,0.01789723529936671,0.013028308424256396,0.0037801738122247297
2022-02-17,0.014602213922682017,0.011837255097491228,0.001882368121674638
2022-02-18,0.014832048213818672,0.01508453539397725,0.0048328940635795625
2022-02-22,0.01484744640542246,0.01773691755628537,0.012146979330907914
2022-02-23,0.009837334370765616,0.01619406825811609,0.012113532795818394
2022-02-24,0.009765313132283238,0.0198035712204907,0.011173536832841835
2022-02-25,0.0128210524368777,0.01760350724447468,0.00679020964952981
2022-02-28,0.010972923856790384,0.015352840343524576,0.010158822502131626
2022-03-01,0.016732261733591658,0.018281609255882847,0.011794973208144155
2022-03-02,0.012505808054304346,0.015290692650092419,0.007383569241647292
2022-03-03,0.015485122344870872,0.020110557253831818,0.007082133047369821
2022-03-04,0.009327037501051905,0.01601856922299838,0.002380682613655649
2022-03-07,0.004975270258014808,0.013142130327484569,0.0017997021810873814
2022-03-08,0.005060499111680272,0.01563365078744483,0.005937953126980755
2022-03-09,0.013543466156980877,0.01985109879322211,0.013262867402033862
2022-03-10,0.009623863664023569,0.014309551264966691,0.00944509535354321
2022-03-11,0.012430701914751374,0.01621470115747714,0.013360856816409417
2022-03-14,0.010641319085510359,0.012201499341234268,0.010449728328554952
2022-03-15,0.010385654285851142,0.014471501546578613,0.010869630343339987
2022-03-16,0.01252576698413721,0.013841676704865025,0.011390947873735735
2022-03-17,0.012449122042618832,0.013556889759209767,0.014506104542725051
2022-03-18,0.008554354132730202,0.010684510007584969,0.014907743312854382
2022-03-21,0.01397131267855456,0.01052692038851566,0.0153200633629893
2022-03-22,0.013335532090380298,0.009149726107936296,0.016943084012688958
2022-03-23,0.01259802569896551,0.014025853538876198,0.021210086117851246
2022-03-24,0.01289440044870549,0.01684071592228298,0.019567490977087987
2022-03-25,0.012163521033562219,0.018750200369394898,0.016466450057848192
2022-03-28,0.01316704303770666,0.016259526547377945,0.017753218250630365
2022-03-29,0.014731252156644281,0.019907516245984747,0.01736298487223098
2022-03-30,0.01694318084190405,0.02315835933126298,0.020112130348374446
2022-03-31,0.022456594263683627,0.02141585117103828,0.021289483652294994
2022-04-01,0.01916092402307834,0.02428026998989452,0.021589078203911205
2022-04-04,0.01685747558908046,0.018672088901286132,0.021611134463055626
2022-04-05,0.018541099509987724,0.01822335931332364,0.02170740496765622
2022-04-06,0.012745374676215615,0.01692562153774735,0.015527230309882123
2022-04-07,0.005245627890752003,0.011916718817425842,0.01591713468827738
2022-04-08,0.01092793805786263,0.01463378190586373,0.024703208055302683
2022-04-11,0.012727103201498391,0.02625800761822772,0.03514991593582595
2022-04-12,0.01902063417740374,0.03642411286776248,0.04304654891068438
2022-04-13,0.017240953122680036,0.03927455734306684,0.04487720169452203
2022-04-14,0.02173390684182408,0.0460703214230751,0.049629744993924696
2022-04-18,0.021056284488967902,0.048076376538488175,0.04516383636613952
2022-04-19,0.018973162114100495,0.046082625907041264,0.0493620701064057
2022-04-20,0.014827581827800307,0.04403182183539456,0.0500135000908466
2022-04-21,0.012633707998352062,0.04135744140428255,0.04303313757022442
2022-04-22,0.012077215617770864,0.04004346014307725,0.04433090218136404
2022-04-25,0.01322023065714295,0.03638100772325559,0.046588905401481195
2022-04-26,0.011025002904996528,0.03331569267927592,0.04751810216634267
2022-04-27,0.009435494632093144,0.035839208847572745,0.04959633098989724
2022-04-28,0.010392103926205598,0.03652672514702471,0.05186662969289335
2022-04-29,0.007525986904356907,0.04174050175637323,0.04675450486986499
2022-05-02,0.0021603876989921833,0.037479766936943104,0.04056357425921586
2022-05-03,0.0032395106243479077,0.03829546367311276,0.04344159085311228
2022-05-04,0.010722888243824835,0.037347091211545225,0.0410999678243944
2022-05-05,0.012989623348859114,0.036904907137161214,0.04540193202336207
2022-05-06,0.016738732232780107,0.03490823134544496,0.04027209614337024
2022-05-09,0.0204251401237876,0.03967049911737974,0.03948400394054574
2022-05-10,0.021600302772761593,0.04270347030230348,0.041583511265546935
2022-05-11,0.01946758646443114,0.045276440058240164,0.04371765405768824
2022-05-12,0.015142785044954143,0.04545937249754939,0.03966552594979178
2022-05-13,0.01772665098509174,0.046025218308676896,0.03875803519275611
2022-05-16,0.014463991560042855,0.04949536845997571,0.04118814416200167
2022-05-17,0.0164608100928898,0.05078418992312095,0.042695898676962996
2022-05-18,0.022994245951441172,0.05132077186352313,0.04754143504656927
2022-05-19,0.02550139420288411,0.05524714434140088,0.049771676251800345
2022-05-20,0.02471874585809819,0.05150255475669052,0.04736186953209365
2022-05-23,0.027992400058115985,0.053514768691757864,0.05072999991554927
2022-05-24,0.023670986493555812,0.05057827874853826,0.04353942553415657
2022-05-25,0.0262377439817727,0.05017230388584637,0.042898730545655184
2022-05-26,0.031624680726601184,0.055070182971014736,0.04440525631978365
2022-05-27,0.031012544080135207,0.057072875724481165,0.04330849768196576
2022-05-31,0.03691176138388941,0.062416350140537924,0.055945078205164256
2022-06-01,0.04049723953870532,0.06616162098820322,0.0536095128083256
2022-06-02,0.03853925107197864,0.06186744592039406,0.055722647283538596
2022-06-03,0.03550864936558318,0.06425553406684048,0.061215269545561224
2022-06-06,0.032463174953039076,0.06526614557626287,0.06196741320839494
2022-06-07,0.03341393326758757,0.06410369014697537,0.061335284022433934
2022-06-08,0.03448737146186076,0.06115429454290133,0.06648278234601213
2022-06-09,0.032663176483648027,0.0664976497932872,0.06560733319853895
2022-06-10,0.02798187353547621,0.06133212987454395,0.06668041242122413
2022-06-13,0.022953118552648144,0.05819533124192078,0.0647362184996696
2022-06-14,0.0221121440812857,0.05816533925777456,0.06796503951529531
2022-06-15,0.02031995254135066,0.05757413732684635,0.06787593389299507
2022-06-16,0.01723251936083403,0.05574870435319945,0.06648058488771391
2022-06-17,0.011251005754576493,0.05413177144218628,0.06463048784329195
2022-06-21,0.010215769439716027,0.051338723828235455,0.06099562419707638
2022-06-22,0.011615614022625786,0.04971785641646198,0.06297951020448678
2022-06-23,0.008912926013550537,0.049680762655644806,0.06911659678563753
2022-06-24,0.009842415634043755,0.04741274742372115,0.06961757750158348
2022-06-27,0.009852805967488054,0.047774816805809195,0.07014287008301623
2022-06-28,0.0037208624138100888,0.04523332182583806,0.06693573597167712
2022-06-29,-0.0009246591869720433,0.04076369120797918,0.06158546482534977
2022-06-30,-0.00987661467605172,0.03439729282987014,0.057651038131006915
2022-07-01,-0.00880597074190037,0.03356273398449128,0.057043904067294315
2022-07-05,-0.004093849482680434,0.03763821345478746,0.05720465928029217
2022-07-06,-0.005359114561206746,0.041003377709489364,0.05987553318026406
2022-07-07,-0.0021659556401028013,0.04360916498256495,0.06378425518423692
2022-07-08,-0.001587955953176845,0.04904348805055947,0.07040949044332989
2022-07-11,-0.004220730348438395,0.05116144660555144,0.07251492261225545
2022-07-12,-0.006822829249636508,0.04777114031344798,0.06820139936785186
2022-07-13,-0.004170399949943171,0.04362364458508394,0.07014128950873899
2022-07-14,0.0019669793601291286,0.04048607462532727,0.08181555712076172
2022-07-15,-0.0034904666244797156,0.03659987854494595,0.08102698279412013
2022-07-18,-0.008784643147138338,0.025985062166554496,0.07769409704101737
2022-07-19,-0.00786234164242583,0.02584751033119237,0.07916570094302111
2022-07-20,-0.005643632700541912,0.02866559972148086,0.08234200850093654
2022-07-21,-0.004981014352296809,0.03081746031339838,0.08286353641186905
2022-07-22,-0.00479483341510889,0.031651055964828645,0.08202699708781247
2022-07-25,-0.008003903503538967,0.028853533162716438,0.07828817973455582
2022-07-26,-0.0023035191559220847,0.03136512722226237,0.08082294146914126
2022-07-27,0.0008533040640170686,0.03723338621894112,0.08588173572308277
2022-07-28,0.004776375888457363,0.04040897575609126,0.08671769501214777
2022-07-29,0.010311350364604621,0.04068051025820507,0.09387096770794301
2022-08-01,0.012721787469248014,0.03973166842738807,0.09281299215111982
2022-08-02,0.00825954764816439,0.039853008983833815,0.08851253961030281
2022-08-03,0.006930773752402031,0.04145604123870639,0.0911574537244686
2022-08-04,0.007123605340948469,0.037296263026712184,0.08451182366523735
2022-08-05,0.004231235123304478,0.03458603778364422,0.08601924148207951
2022-08-08,0.005843778666186017,0.03780237002356146,0.08385035469441271
2022-08-09,-0.0017054321272566009,0.02836427763459315,0.07710111102385331
2022-08-10,-0.0034139613114619882,0.022116073520209056,0.074191246314262
2022-08-11,-0.008418388522748788,0.015076917611783092,0.06936792848358775
2022-08-12,-0.013378383558382945,0.011252868025233953,0.07045519403522427
2022-08-15,-0.009433147062108738,0.008936415738128423,0.07012288415866941
2022-08-16,-0.0059328280664708855,0.005356599819333674,0.06675453094607531
2022-08-17,-0.011819833388301504,-0.002694296118869066,0.058762744515793885
2022-08-18,-0.015607043311143376,-0.010149690321903382,0.05603787553728479
2022-08-19,-0.013299522188369606,-0.00818459499180657,0.06019592329676615
2022-08-22,-0.007870807269080515,-0.001158968281309014,0.06418620075845682
2022-08-23,-0.005879445323176413,-0.005046686132011757,0.06220406020933322
2022-08-24,-0.009660392266656714,-0.002216777656447122,0.058507433343871984
2022-08-25,-0.016262338585299907,-0.005722064225309964,0.05325256553723179
2022-08-26,-0.02112866657874135,-0.012793566857565608,0.056520320907877286
2022-08-29,-0.022033692240873815,-0.012863148932749868,0.057193445659047715
2022-08-30,-0.02381741075070465,-0.0211626581847858,0.054025454690100894
2022-08-31,-0.02260619192707647,-0.023211351586684748,0.05235957011924408
2022-09-01,-0.027385905108916586,-0.02465426908738866,0.05120894444181401
2022-09-02,-0.03182242852459005,-0.03015104948373959,0.04673617846889133
2022-09-06,-0.030885905180506046,-0.028893295332120483,0.043900613638452546
2022-09-07,-0.03387097194686883,-0.029768263437495834,0.04206577340407369
2022-09-08,-0.028101194360942605,-0.033853828701106425,0.0405336547624191
2022-09-09,-0.028392612413062013,-0.03831612221788672,0.03373193384972595
2022-09-12,-0.02579745155735902,-0.03802727902033087,0.03296457033083078
2022-09-13,-0.027364199510296783,-0.03848893468267933,0.030102525106513456
2022-09-14,-0.028334602782796203,-0.040860037871611854,0.029422216479703556
2022-09-15,-0.025400061642125937,-0.03969291419703469,0.02646405538107044
2022-09-16,-0.025832139316626535,-0.044915350712868785,0.01725737837817687
2022-09-19,-0.023982756095897284,-0.04463781431916203,0.013853856061703196
2022-09-20,-0.024491853720410628,-0.0422600433888598,0.017319940281153023
2022-09-21,-0.027061932204357042,-0.039348098265262976,0.02237295500303027
2022-09-22,-0.02867495595924252,-0.042114491257552844,0.02293905295055154
2022-09-23,-0.02410173605575605,-0.03575557987788314,0.024922342006872267
2022-09-26,-0.017945916012987895,-0.03309204898407081,0.026403766270252094
2022-09-27,-0.015801900398753066,-0.03199511757050766,0.022859151062400773
2022-09-28,-0.015792241545995123,-0.027553070536585622,0.022642052502371612
2022-09-29,-0.008473967890698875,-0.019775999641789554,0.029139346457331516
2022-09-30,-0.0035398281314180657,-0.018021743728882433,0.02999722750071676
2022-10-03,-0.0030709872532613813,-0.023652523784121415,0.025623064399132867
2022-10-04,0.00048271910670827367,-0.024454826520394324,0.025328086198523225
2022-10-05,0.004309246136959155,-0.022591534137134217,0.03384577132658073
2022-10-06,0.002649633701655496,-0.02565028029199734,0.03418303810081724
2022-10-07,0.0008544852860818963,-0.02892964489526806,0.028103640736154345
2022-10-10,0.002507259373682791,-0.029281887368785675,0.034609180898238945
2022-10-11,0.002994193533695233,-0.031106272165520643,0.03832108252514543
2022-10-12,0.006036659703032798,-0.034583573764992215,0.03905070288567147
2022-10-13,0.005342619264579573,-0.032358196814044615,0.03636069570823208
2022-10-14,0.002859275792010507,-0.028412078214749337,0.037627807112190936
2022-10-17,0.008507650725762428,-0.029156722574827265,0.04226189775915756
2022-10-18,0.012050664410522494,-0.02763740790750191,0.03856978032740921
2022-10-19,0.01263537806789894,-0.02530366049011512,0.04498932983850645
2022-10-20,0.011527824104641038,-0.02359215917431079,0.04050142549486613
2022-10-21,0.016183060968043117,-0.018759215113197225,0.043785664114931455
2022-10-24,0.011863063241812855,-0.022063993016056216,0.03943432325972851
2022-10-25,0.007207167430662631,-0.0269536858653886,0.03523431151833978
2022-10-26,0.009343827820856188,-0.02759481927834817,0.03756073371834412
2022-10-27,0.0019707845839829208,-0.03558104882310675,0.0333483396373484
2022-10-28,-0.008113367997764187,-0.03994256433177923,0.028755096044609463
2022-10-31,-0.016657214592347258,-0.04228902569405846,0.023661500469960073
2022-11-01,-0.019305487684588618,-0.04909191674644742,0.024173859877656856
2022-11-02,-0.02120729859638215,-0.05189741296143113,0.018162594470045423
2022-11-03,-0.024370037950347756,-0.050428874242584354,0.021528036076150947
2022-11-04,-0.023357595950685317,-0.05393732821783581,0.017599640607593114
2022-11-07,-0.018224408267619507,-0.04499813664392216,0.018510358092375112
2022-11-08,-0.015468071849819909,-0.041023114896557744,0.019526764871920177
2022-11-09,-0.013777756957423226,-0.03634301556758368,0.022174643009301054
2022-11-10,-0.015308586072465435,-0.03647229096113058,0.021312607081078516
2022-11-11,-0.012044197738966367,-0.034908818993325985,0.02218178161065243
2022-11-14,-0.008345963616343544,-0.030770644537110203,0.0289732904936153
2022-11-15,-0.007138322512062145,-0.024557345339829895,0.033485826852168055
2022-11-16,-0.007343478633626166,-0.019474833078865994,0.03367757641671165
2022-11-17,-0.007807864051414204,-0.019878813533719453,0.03794771686618392
2022-11-18,-0.010797328878504264,-0.02647230690781488,0.03790410166898006
2022-11-21,-0.016445593454375462,-0.02918846882564885,0.03565185083903177
2022-11-22,-0.015380147445318681,-0.02771211058771239,0.03570517478748125
2022-11-23,-0.012469323881865613,-0.023201893978792132,0.040134974657443756
2022-11-25,-0.010741429866817365,-0.017276197772951307,0.04159622380946648
2022-11-28,-0.00887201975432872,-0.02260169945851298,0.035549496024929184
2022-11-29,-0.0049813286080758745,-0.021417627584243704,0.0362643634308184
2022-11-30,0.0010520574675074723,-0.01910720799589516,0.03713573184569219
2022-12-01,0.006271841663179956,-0.016185316237771752,0.03941609273918911
2022-12-02,0.014734275542498398,-0.006306053617369467,0.042087788702770634
2022-12-05,0.016622302852006943,-0.003878707626182587,0.044017255033232505
2022-12-06,0.015468012101501838,-0.00562310753255113,0.04267156766605318
2022-12-07,0.019215577567305075,0.0014960097603000655,0.047146305031506186
2022-12-08,0.01764288287209026,0.004413937596827955,0.04490181522212322
2022-12-09,0.018836080019679846,0.007807366211704636,0.04562767749313945
2022-12-12,0.021797565397679408,0.012229106509782817,0.042475663453728885
2022-12-13,0.01990860118415294,0.013007975023782592,0.04300942702423338
2022-12-14,0.015605120918518844,0.010008576864090735,0.03995885455398329
2022-12-15,0.0138520806944471,0.015178805356586667,0.037511918091360785
2022-12-16,0.008948354331783426,0.013608376004448974,0.03168888321744423
2022-12-19,0.008556056980756566,0.013325376067560235,0.031067442538395218
2022-12-20,0.015316023240987686,0.015931330659931353,0.03385252388181281
2022-12-21,0.016527895682500793,0.015990485310249936,0.03588014729489375
2022-12-22,0.017377253552108174,0.013613425844525073,0.04095096376689966
2022-12-23,0.014532421939642548,0.009102619098581899,0.04149245491064213
2022-12-27,0.008927254702890464,0.007415913842785171,0.0358675563308577
2022-12-28,0.016214316937387396,0.009183414608235685,0.04171505079945903
2022-12-29,0.01880606622327141,0.005506285291792201,0.04313460651941026
2022-12-30,0.020742102314849298,0.004795373585489093,0.04164308121799909
2023-01-03,0.021808561828917217,0.008366949168760573,0.04637601229597954
2023-01-04,0.01888751214825768,0.011973853751886976,0.046895232230865114
2023-01-05,0.017726530462304213,0.009429187978401865,0.04841420167923216
2023-01-06,0.02059682492843562,0.012176003583381778,0.05209167298643136
2023-01-09,0.012820129716176076,0.013469323890500595,0.04682840697309265
2023-01-10,0.014969283251139442,0.016899663117661223,0.04941432130562795
2023-01-11,0.01257928669231756,0.017438456354961218,0.05580754705781299
2023-01-12,0.009007981949131993,0.015218718104264894,0.056934516750686726
2023-01-13,0.010307230215655494,0.01801043924837642,0.06122702867304897
2023-01-17,0.014434971923273254,0.021666795178434395,0.0653524388775204
2023-01-18,0.015901439846619958,0.02262150348720482,0.06743094618989587
2023-01-19,0.022378757875371358,0.023952366095325583,0.07139151399011823
2023-01-20,0.02470341067394366,0.025401631691028603,0.0756199321434381
2023-01-23,0.01845690356311458,0.02289057463399291,0.07298360714673224
2023-01-24,0.020873623292971155,0.02068015873222362,0.07169277900061544
2023-01-25,0.02057106194773972,0.022336488006993616,0.06865171434263395
2023-01-26,0.023749250685180634,0.025675832710696733,0.06967820443766315
2023-01-27,0.02489052154533855,0.022932912346156575,0.07199029180122252
2023-01-30,0.02738392696442804,0.03477949205681341,0.07649365455179935
2023-01-31,0.026242567590520238,0.04033396423869595,0.08180955834156989
2023-02-01,0.024432489575300975,0.04678148998591869,0.08153875729418236
2023-02-02,0.025602264751504178,0.05454187188867543,0.08433697701115239
2023-02-03,0.016833312939836143,0.05130404511945641,0.0725327785095129
2023-02-06,0.011357094484814256,0.04639403293566158,0.06592904822323153
2023-02-07,0.01209719984454427,0.04892076642297205,0.0658082806378022
2023-02-08,0.014436677862698755,0.047184776950007334,0.06922780072976265
2023-02-09,0.014325057118848461,0.04767227896200876,0.07076613873886162
2023-02-10,0.012670023873328384,0.04472337057413078,0.06820325611417388
2023-02-13,0.015994647472629353,0.04749241134732274,0.06704324463609668
2023-02-14,0.01831398771643289,0.04929215209373394,0.06873670226456818
2023-02-15,0.01749478989107267,0.04828962819507221,0.0720338726682328
2023-02-16,0.017327726307717395,0.04782089248142696,0.07110150366081336
2023-02-17,0.014628181187216205,0.046616734460755316,0.06795065894790464
2023-02-21,0.008291339234268946,0.04203968869626973,0.06892952430579391
2023-02-22,0.00479217453165659,0.03901098814177084,0.06236843205668108
2023-02-23,0.0017222374513921057,0.039533761958756575,0.05783237888951365
2023-02-24,0.0035925583235525416,0.04203595814606431,0.06204323354934105
2023-02-27,-0.002260714716031842,0.036278767850030924,0.05693863049111969
2023-02-28,-0.002576885339938273,0.03137537780767463,0.05569280294986978
2023-03-01,-0.008842783463169357,0.03481001598017941,0.05539369956090212
2023-03-02,-0.010439782564483746,0.03462692053554539,0.052898331317831726
2023-03-03,-0.011461673254512639,0.033696114862053816,0.05593716593143938
2023-03-06,-0.016668482566434828,0.03050111922799492,0.05000329552005489
2023-03-07,-0.011350529370279805,0.02427917606563934,0.050560347944059725
2023-03-08,-0.006868244805501522,0.022215565839031504,0.05336720007344309
2023-03-09,-0.0064278627629826834,0.02630357162150654,0.053625540168147134
2023-03-10,-0.0136592524352378,0.013407799555636757,0.04053055789269666
2023-03-13,-0.01682623077915868,0.012186023949951386,0.04271424088313758
2023-03-14,-0.01188349144797951,0.013223255024958691,0.042549647950436364
2023-03-15,-0.02004511889813665,0.004597521249193326,0.03464425625709122
2023-03-16,-0.025677088136770387,0.002393139773715136,0.030591290908136948
2023-03-17,-0.028496093097166053,0.002769135740640749,0.0286010782041477
2023-03-20,-0.026391352956219305,0.006229114580772688,0.030010953757205083
2023-03-21,-0.027563699611905967,0.008741528556576394,0.029705522095893278
2023-03-22,-0.02385218465772232,0.008555507232672621,0.029055957361928453
2023-03-23,-0.016730579729321238,0.006216496715859776,0.030847492485906347
2023-03-24,-0.014387936384722466,0.007918248651718418,0.02964091125564683
2023-03-27,-0.01930941769170602,0.004460092863777021,0.028276784514453368
2023-03-28,-0.013853735978695436,0.007284157017020343,0.02977044726357958
2023-03-29,-0.011784160626751028,0.010203143921664104,0.029694319960794635
2023-03-30,-0.00893869727940444,0.009196726923131449,0.030775244723094897
2023-03-31,-0.010442711382467773,0.004923943976095746,0.024544180596432597
2023-04-03,-0.010500015954245434,0.0020575097711255097,0.021901384082637643
2023-04-04,-0.009743934214841432,-0.001319794886612602,0.020223703611693455
2023-04-05,-0.010682496839498956,-0.005447309028257963,0.022107586655975675
2023-04-06,-0.012327225532041575,-0.00797075265597047,0.021443420919001088
2023-04-10,-0.013476340705988687,-0.007960116774264114,0.02634536716064706
2023-04-11,-0.0041977982485812415,-0.0036200027418888947,0.030755659901054555
2023-04-12,-0.006897170706845812,-0.009620467591075932,0.02432866258963573
2023-04-13,-0.008145020500026745,-0.007514232169904211,0.021062886958050253
2023-04-14,-0.00042790592559349694,-0.004797121547807315,0.014897531180816603
2023-04-17,-0.001882224446846159,-0.009700830620483991,0.011217139486939809
2023-04-18,-0.004028226895812392,-0.015481739313203957,0.0026657947003614346
2023-04-19,-0.0050033676766294555,-0.01447665975869128,0.0037227582978307527
2023-04-20,-0.003421633236966648,-0.016714718228228675,0.007074853010008875
2023-04-21,-0.007269115387040448,-0.022913176196162288,0.006649453721180976
2023-04-24,-0.005225082294142092,-0.017180865274810664,0.012667484210022506
2023-04-25,-0.0034268477580112755,-0.016073837796860113,0.013867788715128837
2023-04-26,-0.00039085453095810685,-0.01617091398900594,0.014463437240587629
2023-04-27,0.005909134418444095,-0.010269034316500059,0.024559725308731073
2023-04-28,0.007253053402164422,-0.007181567317726234,0.02746807831380149
2023-05-01,0.0034038643677782865,-0.014358830107486287,0.023646027943758918
2023-05-02,0.004819162584311698,-0.016054422476567964,0.02179163511269766
2023-05-03,0.008737485796602718,-0.0132946940708778,0.028608040753259845
2023-05-04,0.0088307469209008,-0.017651060371082772,0.025909595905437177
2023-05-05,0.010923544674295904,-0.0112275837858965,0.02231050326376338
2023-05-08,0.014727731547617529,-0.004664531177210218,0.02319603431557149
2023-05-09,0.01383938870963819,-0.006252453875333686,0.023418629250064882
2023-05-10,0.011145274000791572,-0.006852820563314377,0.021381846817380534
2023-05-11,0.018909650869469496,-0.005144103941022493,0.021630824836345486
2023-05-12,0.013868942282636354,-0.006339210267432116,0.015455481811272875
2023-05-15,0.014881437405482867,-0.0058875503860919,0.014636246681743126
2023-05-16,0.0209632718436481,-0.007124430902637369,0.014433058499207618
2023-05-17,0.020890238509544412,-0.012196335592888574,0.009017304520494207
2023-05-18,0.018342153982070064,-0.013493945807023122,0.00558052562049105
2023-05-19,0.023105879250061356,-0.00849890490561167,0.007184749119634404
2023-05-22,0.02591130619748072,-0.00583851048626105,0.007051830244281909
2023-05-23,0.022678448763007397,0.000314267558710668,0.010651182142087157
2023-05-24,0.016496173635528022,-0.0015623676639068274,0.0025295203962401036
2023-05-25,0.015146824232139755,-0.004844183062103435,0.0060159467271221345
2023-05-26,0.006139902433538236,-0.0019358444277058906,0.004494746080756062
2023-05-30,0.005762648738759646,0.0011194666483205218,0.001710249130107755
2023-05-31,0.0113305839769835,0.005702267317459597,0.004104694138051812
2023-06-01,0.0077258029167848186,0.0020080937629587403,-0.006968737114764756
2023-06-02,0.0055278433282253125,0.0036633192947221893,-0.0059617790939633375
2023-06-05,0.00674150899544812,0.005735539142738499,-0.005501454462439881
2023-06-06,0.007968906626750316,0.008094254720232508,-0.004878229806055678
